,id,posicao,apelido,clube,posicao.1,ultima_pontuacao,status,FD,G,CA,FC,FS,DD,GS,PP,SG,CV,FT,A,PE,RB,DP,I,FF,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12
146,38508,146,Eder Luis,Vasco,Atacante,0.0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<cartolafc.models.PontuacaoInfo object at 0x11c6fbe48>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbf60>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbbe0>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbc18>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbd30>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8668>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8da0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86d8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8c88>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8dd8>,<cartolafc.models.PontuacaoInfo object at 0x11c62f4e0>,<cartolafc.models.PontuacaoInfo object at 0x11c625ef0>
147,38225,147,Muriqui,Vasco,Atacante,0.0,Nulo,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,<cartolafc.models.PontuacaoInfo object at 0x11bc687f0>,<cartolafc.models.PontuacaoInfo object at 0x11bc680b8>,<cartolafc.models.PontuacaoInfo object at 0x11bc68780>,<cartolafc.models.PontuacaoInfo object at 0x11c62f710>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8ef0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86a0>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbf28>,<cartolafc.models.PontuacaoInfo object at 0x11bb1bc50>,<cartolafc.models.PontuacaoInfo object at 0x11bd82eb8>,<cartolafc.models.PontuacaoInfo object at 0x11bd82e48>,<cartolafc.models.PontuacaoInfo object at 0x11c6e4780>,<cartolafc.models.PontuacaoInfo object at 0x11c6e4518>
148,38768,148,Andrezinho,Vasco,Meia,0.0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<cartolafc.models.PontuacaoInfo object at 0x11bbf8c88>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8dd8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8da0>,<cartolafc.models.PontuacaoInfo object at 0x11c62fc50>,<cartolafc.models.PontuacaoInfo object at 0x11c62f4e0>,<cartolafc.models.PontuacaoInfo object at 0x11c6e4c18>,<cartolafc.models.PontuacaoInfo object at 0x11c6e4470>,<cartolafc.models.PontuacaoInfo object at 0x11c6e4ac8>,<cartolafc.models.PontuacaoInfo object at 0x11c6e4ba8>,<cartolafc.models.PontuacaoInfo object at 0x11c6e4b70>,<cartolafc.models.PontuacaoInfo object at 0x11c6e47f0>,<cartolafc.models.PontuacaoInfo object at 0x11c6e4048>
149,60853,149,Julio dos Santos,Vasco,Meia,0.0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<cartolafc.models.PontuacaoInfo object at 0x11c62fa90>,<cartolafc.models.PontuacaoInfo object at 0x11c62f710>,<cartolafc.models.PontuacaoInfo object at 0x11bc68780>,<cartolafc.models.PontuacaoInfo object at 0x11bb1bc50>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8ef0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86a0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86d8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8668>,<cartolafc.models.PontuacaoInfo object at 0x11c6245f8>,<cartolafc.models.PontuacaoInfo object at 0x11c624b38>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbc18>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbe48>
150,95539,150,Fabrício,Sport,Meia,0.3,Nulo,1,0,2,0,0,0,1,0,1,0,0,2,1,2,0,2,16,<cartolafc.models.PontuacaoInfo object at 0x11bc7dba8>,<cartolafc.models.PontuacaoInfo object at 0x11bd82e48>,<cartolafc.models.PontuacaoInfo object at 0x11bd82eb8>,<cartolafc.models.PontuacaoInfo object at 0x11c62f4e0>,<cartolafc.models.PontuacaoInfo object at 0x11c62fc50>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbd30>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbbe0>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbba8>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbf60>,<cartolafc.models.PontuacaoInfo object at 0x11c6256d8>,<cartolafc.models.PontuacaoInfo object at 0x11c625f98>,<cartolafc.models.PontuacaoInfo object at 0x11c625780>
151,37663,151,Julio Cesar,Vasco,Lateral,0.0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<cartolafc.models.PontuacaoInfo object at 0x11c624b38>,<cartolafc.models.PontuacaoInfo object at 0x11c6245f8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8ef0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86a0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8c88>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86d8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8da0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8dd8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8668>,<cartolafc.models.PontuacaoInfo object at 0x11bc68780>,<cartolafc.models.PontuacaoInfo object at 0x11bc680b8>,<cartolafc.models.PontuacaoInfo object at 0x11bc687f0>
152,38913,152,Nenê,Vasco,Meia,-2.6,Nulo,0,0,0,0,0,1,0,0,1,0,0,4,1,1,0,3,11,<cartolafc.models.PontuacaoInfo object at 0x11c625780>,<cartolafc.models.PontuacaoInfo object at 0x11c6256d8>,<cartolafc.models.PontuacaoInfo object at 0x11c62f4e0>,<cartolafc.models.PontuacaoInfo object at 0x11c62fc50>,<cartolafc.models.PontuacaoInfo object at 0x11c62fa90>,<cartolafc.models.PontuacaoInfo object at 0x11c62f710>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbf60>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbbe0>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbba8>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbd30>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbe48>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbc18>
153,69249,153,Martín Silva,Vasco,Goleiro,-4.6,Provável,0,9,0,6,0,0,0,0,1,0,0,0,0,0,0,0,3,<cartolafc.models.PontuacaoInfo object at 0x11bbf8dd8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8668>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86d8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8c88>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8ef0>,<cartolafc.models.PontuacaoInfo object at 0x11c625f98>,<cartolafc.models.PontuacaoInfo object at 0x11bc68780>,<cartolafc.models.PontuacaoInfo object at 0x11bc687f0>,<cartolafc.models.PontuacaoInfo object at 0x11bc680b8>,<cartolafc.models.PontuacaoInfo object at 0x11bb1bc50>,<cartolafc.models.PontuacaoInfo object at 0x11bd82e48>,<cartolafc.models.PontuacaoInfo object at 0x11bd82eb8>
154,37645,154,Marcelo Mattos,Vasco,Meia,0.0,Contundido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<cartolafc.models.PontuacaoInfo object at 0x11c62fc50>,<cartolafc.models.PontuacaoInfo object at 0x11bc7dba8>,<cartolafc.models.PontuacaoInfo object at 0x11c6245f8>,<cartolafc.models.PontuacaoInfo object at 0x11c624b38>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbbe0>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbba8>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbd30>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbf60>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbe48>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbc18>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8da0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86a0>
155,60802,155,Bruno Gallo,Vasco,Meia,0.0,Nulo,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,<cartolafc.models.PontuacaoInfo object at 0x11bc680b8>,<cartolafc.models.PontuacaoInfo object at 0x11bc687f0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86d8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8c88>,<cartolafc.models.PontuacaoInfo object at 0x11bd82e48>,<cartolafc.models.PontuacaoInfo object at 0x11bd82eb8>,<cartolafc.models.PontuacaoInfo object at 0x11c625f98>,<cartolafc.models.PontuacaoInfo object at 0x11c6256d8>,<cartolafc.models.PontuacaoInfo object at 0x11c625780>,<cartolafc.models.PontuacaoInfo object at 0x11c62f710>,<cartolafc.models.PontuacaoInfo object at 0x11c62f4e0>,<cartolafc.models.PontuacaoInfo object at 0x11c62fa90>
156,90768,156,Fabrício Bruno,Chapecoense,Zagueiro,0.0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<cartolafc.models.PontuacaoInfo object at 0x11c6fbe48>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbc18>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbd30>,<cartolafc.models.PontuacaoInfo object at 0x11c6245f8>,<cartolafc.models.PontuacaoInfo object at 0x11c624b38>,<cartolafc.models.PontuacaoInfo object at 0x11bc68780>,<cartolafc.models.PontuacaoInfo object at 0x11bb1bc50>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8ef0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8da0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86a0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8dd8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8668>
157,71549,157,Kelvin,Vasco,Atacante,4.1,Provável,0,0,3,0,0,0,4,0,0,0,0,8,2,3,0,0,9,<cartolafc.models.PontuacaoInfo object at 0x11c625780>,<cartolafc.models.PontuacaoInfo object at 0x11c625f98>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86d8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8c88>,<cartolafc.models.PontuacaoInfo object at 0x11bc7dba8>,<cartolafc.models.PontuacaoInfo object at 0x11c62fc50>,<cartolafc.models.PontuacaoInfo object at 0x11c62f710>,<cartolafc.models.PontuacaoInfo object at 0x11c62fa90>,<cartolafc.models.PontuacaoInfo object at 0x11c62f4e0>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbba8>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbf60>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbbe0>
158,71704,158,Manga Escobar,Vasco,Atacante,0.7,Nulo,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,<cartolafc.models.PontuacaoInfo object at 0x11c6245f8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8da0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86a0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8dd8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8ef0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8668>,<cartolafc.models.PontuacaoInfo object at 0x11bc68780>,<cartolafc.models.PontuacaoInfo object at 0x11bc687f0>,<cartolafc.models.PontuacaoInfo object at 0x11bc680b8>,<cartolafc.models.PontuacaoInfo object at 0x11c6256d8>,<cartolafc.models.PontuacaoInfo object at 0x11bd82eb8>,<cartolafc.models.PontuacaoInfo object at 0x11bd82e48>
159,73446,159,Éderson,Atlético-PR,Atacante,0.6,Nulo,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,4,<cartolafc.models.PontuacaoInfo object at 0x11c62fa90>,<cartolafc.models.PontuacaoInfo object at 0x11c62f4e0>,<cartolafc.models.PontuacaoInfo object at 0x11c62f710>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86d8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8c88>,<cartolafc.models.PontuacaoInfo object at 0x11c624b38>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbd30>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbe48>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbf60>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbbe0>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbba8>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbc18>
160,72745,160,Escudero,Vasco,Meia,0.0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<cartolafc.models.PontuacaoInfo object at 0x11bc680b8>,<cartolafc.models.PontuacaoInfo object at 0x11bc68780>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86a0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8dd8>,<cartolafc.models.PontuacaoInfo object at 0x11bd82eb8>,<cartolafc.models.PontuacaoInfo object at 0x11bd82e48>,<cartolafc.models.PontuacaoInfo object at 0x11c625f98>,<cartolafc.models.PontuacaoInfo object at 0x11c625780>,<cartolafc.models.PontuacaoInfo object at 0x11c6256d8>,<cartolafc.models.PontuacaoInfo object at 0x11c62fc50>,<cartolafc.models.PontuacaoInfo object at 0x11bb1bc50>,<cartolafc.models.PontuacaoInfo object at 0x11bc7dba8>
161,78077,161,Madson,Vasco,Lateral,0.0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<cartolafc.models.PontuacaoInfo object at 0x11c6fbf60>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbbe0>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbba8>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbe48>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbd30>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbc18>,<cartolafc.models.PontuacaoInfo object at 0x11bc687f0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8da0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8c88>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8668>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86d8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8ef0>
162,80313,162,Gilberto ,Vasco,Lateral,-1.2,Provável,0,0,0,0,0,0,13,0,2,0,0,5,0,5,0,1,15,<cartolafc.models.PontuacaoInfo object at 0x11c625780>,<cartolafc.models.PontuacaoInfo object at 0x11c6256d8>,<cartolafc.models.PontuacaoInfo object at 0x11c625f98>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86a0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8dd8>,<cartolafc.models.PontuacaoInfo object at 0x11bc7dba8>,<cartolafc.models.PontuacaoInfo object at 0x11c62f710>,<cartolafc.models.PontuacaoInfo object at 0x11c62fc50>,<cartolafc.models.PontuacaoInfo object at 0x11c62f4e0>,<cartolafc.models.PontuacaoInfo object at 0x11c62fa90>,<cartolafc.models.PontuacaoInfo object at 0x11c6e49b0>,<cartolafc.models.PontuacaoInfo object at 0x11c6e4470>
163,84893,163,Henrique,Vasco,Lateral,3.1,Provável,0,0,1,0,0,0,6,0,0,0,0,10,0,6,0,1,12,<cartolafc.models.PontuacaoInfo object at 0x11c6fbe48>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8c88>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8668>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86d8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8da0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8ef0>,<cartolafc.models.PontuacaoInfo object at 0x11bc687f0>,<cartolafc.models.PontuacaoInfo object at 0x11bc68780>,<cartolafc.models.PontuacaoInfo object at 0x11bc680b8>,<cartolafc.models.PontuacaoInfo object at 0x11c6e4c18>,<cartolafc.models.PontuacaoInfo object at 0x11c6e4048>,<cartolafc.models.PontuacaoInfo object at 0x11c6e4b70>
164,73876,164,Jomar,Vasco,Zagueiro,0.0,Nulo,0,0,0,0,0,0,1,0,1,0,0,2,0,4,0,0,1,<cartolafc.models.PontuacaoInfo object at 0x11c62f4e0>,<cartolafc.models.PontuacaoInfo object at 0x11c62fa90>,<cartolafc.models.PontuacaoInfo object at 0x11c62f710>,<cartolafc.models.PontuacaoInfo object at 0x11bb1bc50>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8dd8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86a0>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbba8>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbf60>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbbe0>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbd30>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbc18>,<cartolafc.models.PontuacaoInfo object at 0x11c6fbf28>
165,80196,165,Yago Pikachu,Vasco,Lateral,0.0,Provável,1,0,1,0,0,1,2,0,0,0,0,2,0,1,0,0,9,<cartolafc.models.PontuacaoInfo object at 0x11bc68780>,<cartolafc.models.PontuacaoInfo object at 0x11bc680b8>,<cartolafc.models.PontuacaoInfo object at 0x11bc687f0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8ef0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8668>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86d8>,<cartolafc.models.PontuacaoInfo object at 0x11c62fc50>,<cartolafc.models.PontuacaoInfo object at 0x11c625780>,<cartolafc.models.PontuacaoInfo object at 0x11c6256d8>,<cartolafc.models.PontuacaoInfo object at 0x11c625f98>,<cartolafc.models.PontuacaoInfo object at 0x11c6245f8>,<cartolafc.models.PontuacaoInfo object at 0x11c624b38>
166,86486,166,Milton Mendes,Vasco,Técnico,0.33,Provável,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<cartolafc.models.PontuacaoInfo object at 0x11bd82e48>,<cartolafc.models.PontuacaoInfo object at 0x11bc7dba8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8da0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8dd8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86a0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8c88>,<cartolafc.models.PontuacaoInfo object at 0x11c625da0>,<cartolafc.models.PontuacaoInfo object at 0x11c625390>,<cartolafc.models.PontuacaoInfo object at 0x11c625ef0>,<cartolafc.models.PontuacaoInfo object at 0x11c6259b0>,<cartolafc.models.PontuacaoInfo object at 0x11c6c4e10>,<cartolafc.models.PontuacaoInfo object at 0x11c6c4748>
167,86776,167,Jordi,Vasco,Goleiro,0.0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<cartolafc.models.PontuacaoInfo object at 0x11c625f98>,<cartolafc.models.PontuacaoInfo object at 0x11c625780>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86d8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8ef0>,<cartolafc.models.PontuacaoInfo object at 0x11c6245f8>,<cartolafc.models.PontuacaoInfo object at 0x11c624b38>,<cartolafc.models.PontuacaoInfo object at 0x11bb1bc50>,<cartolafc.models.PontuacaoInfo object at 0x11bd82eb8>,<cartolafc.models.PontuacaoInfo object at 0x11c62fa90>,<cartolafc.models.PontuacaoInfo object at 0x11c62f4e0>,<cartolafc.models.PontuacaoInfo object at 0x11c62fc50>,<cartolafc.models.PontuacaoInfo object at 0x11c62f710>
168,85211,168,Thalles,Vasco,Atacante,0.7,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,<cartolafc.models.PontuacaoInfo object at 0x11bc687f0>,<cartolafc.models.PontuacaoInfo object at 0x11bc68780>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8668>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8da0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8dd8>,<cartolafc.models.PontuacaoInfo object at 0x11c6256d8>,<cartolafc.models.PontuacaoInfo object at 0x11c625da0>,<cartolafc.models.PontuacaoInfo object at 0x11c625ef0>,<cartolafc.models.PontuacaoInfo object at 0x11c6259b0>,<cartolafc.models.PontuacaoInfo object at 0x11c625390>,<cartolafc.models.PontuacaoInfo object at 0x11c6c46d8>,<cartolafc.models.PontuacaoInfo object at 0x11c6c4278>
169,92057,169,Gabriel Félix,Vasco,Goleiro,0.0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<cartolafc.models.PontuacaoInfo object at 0x11c6245f8>,<cartolafc.models.PontuacaoInfo object at 0x11c624b38>,<cartolafc.models.PontuacaoInfo object at 0x11c62f4e0>,<cartolafc.models.PontuacaoInfo object at 0x11c62fc50>,<cartolafc.models.PontuacaoInfo object at 0x11c62fa90>,<cartolafc.models.PontuacaoInfo object at 0x11c62f710>,<cartolafc.models.PontuacaoInfo object at 0x11bc7dba8>,<cartolafc.models.PontuacaoInfo object at 0x11bc680b8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8c88>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86d8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8ef0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86a0>
170,89150,170,Jean,Vasco,Meia,9.3,Provável,0,0,3,0,0,0,15,0,2,0,0,6,0,4,0,3,11,<cartolafc.models.PontuacaoInfo object at 0x11bb1bc50>,<cartolafc.models.PontuacaoInfo object at 0x11bd82eb8>,<cartolafc.models.PontuacaoInfo object at 0x11bd82e48>,<cartolafc.models.PontuacaoInfo object at 0x11c625da0>,<cartolafc.models.PontuacaoInfo object at 0x11c625ef0>,<cartolafc.models.PontuacaoInfo object at 0x11c6259b0>,<cartolafc.models.PontuacaoInfo object at 0x11c6256d8>,<cartolafc.models.PontuacaoInfo object at 0x11c625f98>,<cartolafc.models.PontuacaoInfo object at 0x11c625390>,<cartolafc.models.PontuacaoInfo object at 0x11c625780>,<cartolafc.models.PontuacaoInfo object at 0x11c6c4208>,<cartolafc.models.PontuacaoInfo object at 0x11c6c4668>
171,93785,171,Alan Cardoso,Vasco,Lateral,0.0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<cartolafc.models.PontuacaoInfo object at 0x11bc680b8>,<cartolafc.models.PontuacaoInfo object at 0x11bc68780>,<cartolafc.models.PontuacaoInfo object at 0x11bc687f0>,<cartolafc.models.PontuacaoInfo object at 0x11c62f4e0>,<cartolafc.models.PontuacaoInfo object at 0x11c62fc50>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8668>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8c88>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8ef0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86a0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86d8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8da0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8dd8>
172,93788,172,Evander,Vasco,Meia,0.0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<cartolafc.models.PontuacaoInfo object at 0x11c625390>,<cartolafc.models.PontuacaoInfo object at 0x11c625780>,<cartolafc.models.PontuacaoInfo object at 0x11c6256d8>,<cartolafc.models.PontuacaoInfo object at 0x11c625ef0>,<cartolafc.models.PontuacaoInfo object at 0x11c6259b0>,<cartolafc.models.PontuacaoInfo object at 0x11c625da0>,<cartolafc.models.PontuacaoInfo object at 0x11c62f710>,<cartolafc.models.PontuacaoInfo object at 0x11c62fa90>,<cartolafc.models.PontuacaoInfo object at 0x11c6245f8>,<cartolafc.models.PontuacaoInfo object at 0x11c624b38>,<cartolafc.models.PontuacaoInfo object at 0x11c6c41d0>,<cartolafc.models.PontuacaoInfo object at 0x11c6c4d68>
173,93108,173,Mateus Vital,Vasco,Meia,0.2,Provável,1,0,4,0,0,0,5,0,0,0,0,7,0,3,0,1,3,<cartolafc.models.PontuacaoInfo object at 0x11bc687f0>,<cartolafc.models.PontuacaoInfo object at 0x11bc7dba8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8c88>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8ef0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86a0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8668>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86d8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8dd8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8da0>,<cartolafc.models.PontuacaoInfo object at 0x11c625f98>,<cartolafc.models.PontuacaoInfo object at 0x11bd82e48>,<cartolafc.models.PontuacaoInfo object at 0x11bd82eb8>
174,38530,174,Cleiton Xavier,Vitória,Meia,-1.4,Nulo,0,0,2,0,0,0,2,0,0,0,0,3,0,7,0,3,15,<cartolafc.models.PontuacaoInfo object at 0x11c624b38>,<cartolafc.models.PontuacaoInfo object at 0x11c6245f8>,<cartolafc.models.PontuacaoInfo object at 0x11c6256d8>,<cartolafc.models.PontuacaoInfo object at 0x11c625ef0>,<cartolafc.models.PontuacaoInfo object at 0x11bc68780>,<cartolafc.models.PontuacaoInfo object at 0x11bc680b8>,<cartolafc.models.PontuacaoInfo object at 0x11c62f710>,<cartolafc.models.PontuacaoInfo object at 0x11c62fa90>,<cartolafc.models.PontuacaoInfo object at 0x11c62f4e0>,<cartolafc.models.PontuacaoInfo object at 0x11c62fc50>,<cartolafc.models.PontuacaoInfo object at 0x11c6c4470>,<cartolafc.models.PontuacaoInfo object at 0x11c6c4e10>
175,93789,175,Caio Monteiro,Vasco,Atacante,0.0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<cartolafc.models.PontuacaoInfo object at 0x11bbf8da0>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86d8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8c88>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8ef0>,<cartolafc.models.PontuacaoInfo object at 0x11bd82e48>,<cartolafc.models.PontuacaoInfo object at 0x11bd82eb8>,<cartolafc.models.PontuacaoInfo object at 0x11bb1bc50>,<cartolafc.models.PontuacaoInfo object at 0x11c625780>,<cartolafc.models.PontuacaoInfo object at 0x11c625f98>,<cartolafc.models.PontuacaoInfo object at 0x11c625da0>,<cartolafc.models.PontuacaoInfo object at 0x11c625390>,<cartolafc.models.PontuacaoInfo object at 0x11c6259b0>
176,60969,176,Patric,Vitória,Lateral,-2.0,Provável,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,10,<cartolafc.models.PontuacaoInfo object at 0x11c6256d8>,<cartolafc.models.PontuacaoInfo object at 0x11c625ef0>,<cartolafc.models.PontuacaoInfo object at 0x11c62fa90>,<cartolafc.models.PontuacaoInfo object at 0x11c62f4e0>,<cartolafc.models.PontuacaoInfo object at 0x11c62f710>,<cartolafc.models.PontuacaoInfo object at 0x11c62fc50>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8dd8>,<cartolafc.models.PontuacaoInfo object at 0x11bbf8668>,<cartolafc.models.PontuacaoInfo object at 0x11bbf86a0>,<cartolafc.models.PontuacaoInfo object at 0x11bc7dba8>,<cartolafc.models.PontuacaoInfo object at 0x11c6c40b8>,<cartolafc.models.PontuacaoInfo object at 0x11c6c4400>
